livro;referencia;tema;categoria;dificuldade;enunciado;alternativa_a;alternativa_b;alternativa_c;alternativa_d;correta;comentario
Efésios;Ef 6:1;Família;Obediência;Fácil;O que Paulo orienta aos filhos?;Questionar sempre;Obedecer aos pais;Seguir apenas os amigos;Buscar independência;B;Obedecer aos pais agrada ao Senhor.
Filipenses;Fp 2:14;Vida Cristã;Testemunho;Fácil;Como devemos realizar nossas tarefas?;Reclamando;Sem murmurar nem discutir;Sozinhos;Rapidamente;B;O bom testemunho também aparece nas pequenas atitudes.
Colossenses;Cl 3:13;Relacionamentos;Perdão;Média;Qual deve ser nossa atitude quando alguém nos ofende?;Ignorar para sempre;Perdoar como Cristo nos perdoou;Retribuir;Esperar um pedido público;B;O perdão é marca do discípulo de Cristo.
1 Tessalonicenses;1Ts 5:18;Gratidão;Vida Cristã;Fácil;Em quais situações devemos dar graças?;Somente nas vitórias;Em todas as circunstâncias;Somente nos cultos;Quando tudo dá certo;B;A gratidão é a vontade de Deus para seus filhos.
2 Tessalonicenses;2Ts 3:13;Perseverança;Boas Obras;Média;O que Paulo diz sobre praticar o bem?;Faça apenas quando puder;Não se cansem de fazer o bem;Espere recompensa;Faça somente aos conhecidos;B;O bem deve ser praticado continuamente.
1 Timóteo;1Tm 4:12;Juventude;Exemplo;Média;Em que áreas o jovem deve ser exemplo?;Somente nos estudos;Palavra, procedimento, amor, fé e pureza;Somente na igreja;Apenas na oração;B;A idade não impede um testemunho fiel.
2 Timóteo;2Tm 2:15;Palavra de Deus;Estudo Bíblico;Média;Como o cristão deve apresentar-se diante de Deus?;Com orgulho;Aprovado, manejando bem a Palavra;Sem estudar;Dependendo dos outros;B;Conhecer corretamente as Escrituras é essencial.
Tito;Tt 2:7;Testemunho;Exemplo;Média;Como Tito deveria servir de exemplo?;Somente pregando;Praticando boas obras;Apenas ensinando;Fazendo milagres;B;A vida deve confirmar a mensagem anunciada.
Hebreus;Hb 10:25;Comunhão;Igreja;Fácil;O que não devemos abandonar?;Os estudos;A congregação;O trabalho;As viagens;B;A comunhão fortalece a fé.
Tiago;Tg 1:19;Sabedoria;Relacionamentos;Média;Segundo Tiago, devemos ser prontos para quê?;Responder;Ouvir;Julgar;Ensinar;B;Ouvir antes de falar evita muitos conflitos.
1 Pedro;1Pe 2:9;Identidade;Povo de Deus;Média;Para que Deus chamou seu povo?;Para dominar nações;Anunciar suas virtudes;Acumular riquezas;Construir cidades;B;Os cristãos foram chamados para testemunhar de Cristo.
2 Pedro;2Pe 3:9;Salvação;Paciência de Deus;Média;Por que Deus ainda não encerrou todas as coisas?;Porque esqueceu;Porque deseja que todos se arrependam;Porque falta cumprir a Lei;Porque espera os anjos;B;A demora revela a misericórdia de Deus.
1 João;1Jo 5:14;Oração;Confiança;Média;Quando temos confiança ao orar?;Quando repetimos muitas palavras;Quando pedimos conforme a vontade de Deus;Quando oramos em público;Quando jejuamos;B;A oração alinhada à vontade de Deus é ouvida.
Apocalipse;Ap 2:4;Vida Cristã;Primeiro Amor;Difícil;O que Jesus disse que a igreja de Éfeso havia abandonado?;A oração;O primeiro amor;A comunhão;A fé;B;Cristo chamou a igreja ao arrependimento e à renovação do amor.
Gênesis;Gn 17:1;Deus;Aliança;Média;Como Deus se apresentou a Abraão em Gênesis 17:1?;Senhor dos Exércitos;Deus Todo-Poderoso;Rei de Israel;Pai Eterno;B;Deus reafirmou sua aliança com Abraão como o Deus Todo-Poderoso.
Gênesis;Gn 26:24;Promessas;Isaque;Média;Qual foi a mensagem de Deus para Isaque durante a noite?;Volte ao Egito;Não temas, porque Eu sou contigo;Construa uma cidade;Escolha outro povo;B;Deus confirmou a aliança feita com Abraão.
Êxodo;Êx 17:15;Adoração;Memorial;Difícil;Qual nome Moisés deu ao altar após vencer Amaleque?;Ebenézer;Jeová-Nissi;Betel;Gilgal;B;"Jeová-Nissi significa ""O Senhor é minha bandeira""."
Levítico;Lv 19:14;Santidade;Próximo;Média;O que Deus proibiu fazer ao cego?;Ignorá-lo;Colocar tropeço diante dele;Cobrar impostos;Expulsá-lo;B;A Lei ensinava respeito e amor ao próximo.
Números;Nm 12:3;Personagens;Moisés;Média;Como Moisés é descrito em Números 12:3?;O mais forte;Muito humilde;Muito rico;Grande guerreiro;B;A Bíblia destaca a humildade de Moisés.
Deuteronômio;Dt 31:8;Confiança;Presença de Deus;Fácil;Quem iria adiante do povo de Israel?;Josué;O Senhor;Arão;Calebe;B;Deus prometeu estar sempre com seu povo.
Josué;Js 23:14;Promessas;Fidelidade;Média;Quantas promessas do Senhor deixaram de se cumprir?;Uma;Nenhuma;Duas;Várias;B;Josué declarou que todas as promessas se cumpriram.
Juízes;Jz 6:24;Adoração;Gideão;Difícil;Qual nome Gideão deu ao altar que construiu?;Jeová-Jiré;Jeová-Shalom;Ebenézer;Betel;B;"Jeová-Shalom significa ""O Senhor é paz""."
1 Samuel;1Sm 1:27;Oração;Ana;Fácil;Pelo que Ana disse ter orado?;Por um rei;Por um filho;Por riqueza;Por vitória;B;Samuel foi a resposta à oração de Ana.
2 Samuel;2Sm 7:22;Deus;Grandeza;Média;Como Davi descreveu o Senhor em sua oração?;Grande e incomparável;Poderoso guerreiro;Juiz severo;Rei de Israel;A;Davi reconheceu que não há outro Deus além do Senhor.
1 Reis;1Rs 10:9;Sabedoria;Salomão;Média;Segundo a rainha de Sabá, por que Deus colocou Salomão como rei?;Por sua riqueza;Porque amava Israel;Por sua força;Por sua idade;B;Ela reconheceu o amor de Deus por Israel.
2 Reis;2Rs 18:5;Confiança;Ezequias;Média;Em quem Ezequias confiava?;No Egito;No Senhor;No seu exército;Nos profetas;B;Sua confiança em Deus marcou seu reinado.
Salmos;Sl 33:12;Nações;Bênção;Fácil;Quem é bem-aventurada segundo o Salmo 33?;A nação poderosa;A nação cujo Deus é o Senhor;A nação rica;A nação numerosa;B;A verdadeira felicidade de um povo está em Deus.
Provérbios;Pv 19:21;Sabedoria;Planos;Média;O que prevalece acima dos planos humanos?;A sorte;O propósito do Senhor;A experiência;O conhecimento;B;Os planos de Deus sempre permanecem.
Isaías;Is 12:2;Confiança;Salvação;Fácil;Em quem Isaías declarou confiar sem temer?;Nos exércitos;Em Deus;Nos reis;Nos profetas;B;A salvação e a força pertencem ao Senhor.
Mateus;Mt 9:36;Jesus;Compaixão;Fácil;Por que Jesus teve compaixão das multidões?;Porque tinham fome;Porque estavam aflitas e sem pastor;Porque eram pobres;Porque estavam doentes;B;Jesus via a necessidade espiritual das pessoas.
Marcos;Mc 12:30;Amor;Maior Mandamento;Fácil;Com o que devemos amar a Deus?;Somente o coração;Todo o coração, alma, entendimento e forças;Somente a alma;Somente a mente;B;Jesus reafirmou o maior mandamento.
Lucas;Lc 8:25;Fé;Milagres;Média;Após acalmar a tempestade, o que Jesus perguntou aos discípulos?;Quem é o maior?;Onde está a vossa fé?;Por que dormiram?;Quem gritou primeiro?;B;Jesus os incentivou a confiar mais nele.
João;Jo 17:17;Palavra de Deus;Verdade;Média;Como Jesus definiu a Palavra de Deus?;Sabedoria;Verdade;Lei;Promessa;B;A Palavra de Deus é a verdade que santifica.
Atos;At 11:23;Vida Cristã;Fidelidade;Média;O que Barnabé incentivou os irmãos a fazer?;Construir igrejas;Permanecer firmes no Senhor;Viajar mais;Jejuar quarenta dias;B;Barnabé fortaleceu a perseverança da igreja.
Gênesis;Gn 18:19;Família;Ensino;Média;Por que Deus escolheu Abraão, segundo Gênesis 18:19?;Para ser o mais rico;Para ensinar sua família a seguir o Senhor;Para governar todas as nações;Para construir cidades;B;Abraão deveria transmitir os caminhos do Senhor à sua descendência.
Gênesis;Gn 37:5;Sonhos;José;Fácil;O que José contou aos seus irmãos que despertou ainda mais inveja?;Uma viagem;Um sonho;Uma promessa de Jacó;Uma bênção de Isaque;B;Os sonhos de José apontavam para o plano de Deus.
Êxodo;Êx 16:4;Provisão;Maná;Média;Por que Deus enviou o maná ao povo no deserto?;Somente para matar a fome;Para sustentá-los e prová-los;Para celebrar a Páscoa;Para recompensar Moisés;B;Além de alimentar, Deus testava a obediência do povo.
Levítico;Lv 19:35-36;Justiça;Honestidade;Média;O que Deus exigia no comércio de Israel?;Lucro elevado;Pesos e medidas justos;Cobrança de impostos;Trocas sem moedas;B;A honestidade fazia parte da santidade do povo.
Números;Nm 9:23;Obediência;Direção de Deus;Difícil;Quando Israel levantava acampamento no deserto?;Ao nascer do sol;Quando a nuvem do Senhor se movia;Após sete dias;Quando Moisés ordenava;B;O povo seguia a direção de Deus representada pela nuvem.
Deuteronômio;Dt 32:4;Deus;Caráter;Média;Como Moisés descreve Deus em seu cântico?;Rei poderoso;Rocha, perfeita em suas obras;Grande profeta;Juiz severo;B;Deus é fiel e justo em tudo o que faz.
Josué;Js 22:5;Vida Cristã;Obediência;Média;Além de guardar os mandamentos, o que Josué ordenou ao povo?;Construir cidades;Amar o Senhor de todo o coração;Conquistar mais terras;Eleger novos líderes;B;A obediência verdadeira nasce do amor a Deus.
Juízes;Jz 8:23;Liderança;Gideão;Difícil;Por que Gideão recusou ser rei sobre Israel?;Era muito jovem;Porque o Senhor deveria reinar sobre o povo;Não tinha exército;Queria mudar de cidade;B;Gideão reconheceu que Deus era o verdadeiro Rei.
1 Samuel;1Sm 17:29;Fé;Davi;Média;Como Davi respondeu quando foi criticado por Eliabe?;Voltou para casa;Continuou perguntando sobre Golias;Ficou em silêncio;Pediu desculpas;B;Davi permaneceu focado na missão que Deus lhe dava.
2 Samuel;2Sm 15:26;Confiança;Davi;Difícil;Qual foi a atitude de Davi ao fugir de Absalão?;Desistiu do reino;Confiou na vontade do Senhor;Organizou um ataque;Escondeu-se no templo;B;Davi entregou seu futuro nas mãos de Deus.
1 Reis;1Rs 8:23;Oração;Salomão;Média;Como Salomão descreveu Deus em sua oração de dedicação do templo?;Deus distante;Fiel à sua aliança;Somente poderoso;Juiz severo;B;Salomão exaltou a fidelidade de Deus.
2 Reis;2Rs 4:2;Milagres;Viúva;Média;O que a viúva disse que possuía em casa antes do milagre?;Farinha;Uma botija de azeite;Trigo;Pão;B;Foi a partir desse pequeno recurso que Deus realizou o milagre.
Salmos;Sl 62:1;Confiança;Esperança;Fácil;Em quem a alma do salmista espera silenciosamente?;Nos amigos;Em Deus;Nos sacerdotes;Nos reis;B;A verdadeira esperança está somente no Senhor.
Provérbios;Pv 18:21;Palavra;Sabedoria;Média;O que está no poder da língua?;A riqueza;A vida e a morte;A força;A sabedoria;B;Nossas palavras têm grande influência sobre a vida.
Isaías;Is 30:21;Direção de Deus;Obediência;Média;O que o povo ouviria ao seguir o caminho certo?;O som de trombetas;"Uma voz dizendo: ""Este é o caminho""";Os anjos cantando;O barulho do templo;B;Deus promete orientar aqueles que o buscam.
Mateus;Mt 5:8;Bem-aventuranças;Pureza;Fácil;Quem verá a Deus, segundo Jesus?;Os sábios;Os limpos de coração;Os sacerdotes;Os ricos;B;A pureza de coração aproxima o ser humano de Deus.
Marcos;Mc 9:35;Discipulado;Humildade;Média;Quem deve ser o primeiro, segundo Jesus?;O mais forte;Servo de todos;O mais rico;O mais velho;B;A grandeza no Reino de Deus é medida pelo serviço.
Lucas;Lc 12:15;Vida Cristã;Prioridades;Média;Segundo Jesus, a vida consiste na abundância de bens?;Sim;Não;Somente para os ricos;Depende da idade;B;O verdadeiro valor da vida não está nas posses.
João;Jo 13:15;Discipulado;Exemplo;Fácil;Por que Jesus lavou os pés dos discípulos?;Como tradição;Para deixar um exemplo;Para cumprir a Lei;Para impressioná-los;B;Jesus ensinou liderança através do serviço.
Atos;At 20:32;Palavra de Deus;Crescimento Espiritual;Difícil;A que Paulo entregou os presbíteros de Éfeso antes de partir?;À igreja de Jerusalém;A Deus e à Palavra da sua graça;Ao governo romano;A Timóteo;B;Paulo confiou os líderes ao cuidado de Deus e das Escrituras.
Êxodo;Êx 12:27;Páscoa;Libertação;Média;O que a Páscoa lembrava ao povo de Israel?;A travessia do Jordão;O livramento no Egito;A conquista de Jericó;A entrega da Lei;B;A Páscoa celebrava a libertação da escravidão no Egito.
Êxodo;Êx 23:25;Promessas;Bênçãos;Média;O que Deus prometeu abençoar se Israel o servisse?;Somente o rebanho;O pão e a água;Somente as colheitas;As cidades;B;Deus prometeu provisão e cuidado ao seu povo.
Levítico;Lv 20:7;Santidade;Consagração;Fácil;"O que Deus ordenou ao povo antes de dizer ""Sede santos""?";Jejuar quarenta dias;Consagrar-se;Construir um altar;Oferecer ouro;B;A santidade começa com uma vida separada para Deus.
Levítico;Lv 26:13;Libertação;Egito;Média;Do que Deus libertou Israel?;Dos filisteus;Da escravidão no Egito;Da Babilônia;Dos amalequitas;B;Deus relembra sua libertação como motivo para obedecer.
Números;Nm 10:9;Oração;Socorro;Difícil;O que Israel deveria fazer antes da batalha?;Jejuar;Tocar as trombetas;Construir um altar;Esperar sete dias;B;As trombetas lembravam o povo da presença de Deus.
Números;Nm 14:24;Fidelidade;Calebe;Média;Por que Calebe entrou na Terra Prometida?;Porque era mais forte;Porque perseverou em seguir ao Senhor;Porque era mais velho;Porque era guerreiro;B;Calebe permaneceu fiel mesmo quando a maioria duvidou.
Deuteronômio;Dt 1:31;Cuidado de Deus;Deserto;Média;A quem Moisés comparou Deus durante a caminhada no deserto?;A um pastor;A um pai que carrega o filho;A um rei;A um juiz;B;Deus sustentou Israel com amor durante toda a jornada.
Deuteronômio;Dt 7:9;Aliança;Fidelidade;Média;Até quantas gerações Deus guarda sua aliança com os que o amam?;Mil;Mil gerações;Setenta gerações;Doze gerações;B;A fidelidade de Deus é incomparável.
Josué;Js 3:13;Milagres;Jordão;Média;O que aconteceu quando os sacerdotes pisaram no Jordão?;Começou a chover;As águas pararam;A arca brilhou;O rio secou completamente;B;Deus abriu caminho para Israel atravessar.
Josué;Js 24:24;Decisão;Aliança;Fácil;O que o povo respondeu ao desafio de Josué?;Seguiremos Moisés;Serviremos ao Senhor;Voltaremos ao Egito;Esperaremos outro líder;B;Israel renovou sua aliança com Deus.
Juízes;Jz 11:29;Espírito Santo;Jefté;Difícil;O que veio sobre Jefté antes da batalha?;Um anjo;O Espírito do Senhor;Uma visão;Uma espada;B;A vitória veio pela capacitação de Deus.
Rute;Rt 4:14;Família;Redenção;Média;Quem nasceu de Rute e Boaz?;Samuel;Obede;Davi;Jessé;B;Obede tornou-se avô do rei Davi.
1 Samuel;1Sm 14:6;Fé;Jônatas;Média;O que Jônatas disse antes de atacar os filisteus?;Somos numerosos;Nada pode impedir o Senhor de salvar;Vamos esperar Saul;Não conseguiremos;B;Jônatas confiava totalmente em Deus.
1 Samuel;1Sm 17:37;Livramento;Davi;Fácil;Quem livrou Davi do leão e do urso?;Saul;O Senhor;Samuel;Seus irmãos;B;Davi confiava que Deus faria o mesmo diante de Golias.
2 Samuel;2Sm 22:47;Louvor;Adoração;Média;Como Davi começa sua declaração em 2 Samuel 22:47?;Grande é Israel;Vive o Senhor;Santo é Jerusalém;Aleluia;B;Davi glorifica o Deus vivo.
1 Reis;1Rs 8:57;Presença de Deus;Oração;Média;Qual foi o pedido de Salomão ao final da dedicação do templo?;Vitória militar;Que Deus estivesse com seu povo;Mais riquezas;Mais terras;B;Salomão desejava a presença constante de Deus.
1 Reis;1Rs 18:24;Desafio;Monte Carmelo;Média;Como Elias propôs provar quem era o verdadeiro Deus?;Pela força do exército;Pelo fogo que respondesse do céu;Por votação;Por um sonho;B;Somente o Senhor respondeu com fogo.
2 Reis;2Rs 4:30;Fé;Sunamita;Difícil;Quem se recusou a deixar Eliseu sozinho?;Geazi;A mãe do menino;Naamã;O rei;B;Ela demonstrou grande fé e perseverança.
2 Reis;2Rs 18:6;Fidelidade;Ezequias;Média;Por que Ezequias foi elogiado?;Construiu cidades;Permaneceu fiel ao Senhor;Venceu muitas guerras;Era muito rico;B;Ele não se desviou dos caminhos do Senhor.
Salmos;Sl 16:11;Alegria;Presença de Deus;Fácil;Onde há plenitude de alegria?;Na riqueza;Na presença de Deus;Na vitória;Na fama;B;A verdadeira alegria vem da comunhão com Deus.
Salmos;Sl 91:1;Proteção;Confiança;Fácil;Quem habita no esconderijo do Altíssimo descansa onde?;Na cidade santa;À sombra do Onipotente;No templo;Nos montes;B;O salmo destaca a proteção divina.
Provérbios;Pv 10:12;Amor;Perdão;Média;O que o amor cobre?;Os erros pequenos;Todas as transgressões;Somente as ofensas leves;As dificuldades;B;O amor promove reconciliação.
Provérbios;Pv 21:3;Obediência;Justiça;Média;O que agrada mais ao Senhor do que sacrifícios?;Jejum;Praticar a justiça e o direito;Construir templos;Ofertas abundantes;B;A obediência vale mais que rituais.
Eclesiastes;Ec 12:13;Temor de Deus;Conclusão;Média;Qual é o dever de todo ser humano, segundo Eclesiastes?;Buscar riqueza;Temer a Deus e guardar seus mandamentos;Viajar;Estudar;B;Salomão resume o propósito da vida.
Isaías;Is 58:6;Justiça;Jejum;Difícil;Qual jejum agrada a Deus?;Ficar sem comer;Libertar os oprimidos e praticar a justiça;Orar mais alto;Dormir no chão;B;Deus deseja um jejum acompanhado de misericórdia.
Isaías;Is 61:1;Messias;Profecias;Média;Para qual missão o Espírito do Senhor ungiu o Messias?;Construir o templo;Anunciar boas-novas aos pobres;Governar Israel;Escrever a Lei;B;Isaías profetizou a missão que Jesus cumpriria.
Jeremias;Jr 15:16;Palavra de Deus;Alegria;Média;O que Jeremias fez quando encontrou as palavras de Deus?;Escondeu-as;As devorou;Copiou-as;Queimou-as;B;A Palavra tornou-se alegria e alimento para o profeta.
Ezequiel;Ez 36:26;Transformação;Novo Coração;Média;O que Deus prometeu dar ao seu povo?;Um novo reino;Um novo coração;Mais riquezas;Uma nova cidade;B;A transformação começa no interior da pessoa.
Oséias;Os 14:9;Sabedoria;Obediência;Difícil;Quem compreende os caminhos do Senhor?;Os fortes;Os sábios e prudentes;Os reis;Os sacerdotes;B;Os caminhos do Senhor são retos para quem deseja obedecer.
Joel;Jl 2:28;Espírito Santo;Promessa;Média;Sobre quem Deus prometeu derramar seu Espírito?;Somente os profetas;Toda carne;Somente Israel;Os sacerdotes;B;Essa promessa começou a cumprir-se em Atos 2.
Amós;Am 5:24;Justiça;Profetas;Média;Como Amós descreve a justiça que Deus deseja?;Como uma montanha;Como um rio perene;Como uma árvore;Como uma muralha;B;Deus deseja justiça constante.
Miquéias;Mq 6:8;Vida Cristã;Princípios;Fácil;O que Deus pede de cada pessoa?;Ser rica;Praticar a justiça, amar a misericórdia e andar humildemente;Construir altares;Jejuar sempre;B;Miquéias resume a vontade de Deus para o homem.
Naum;Na 1:7;Confiança;Proteção;Fácil;O Senhor é bom e serve de quê no dia da angústia?;Juiz;Fortaleza;Exército;Refúgio apenas para Israel;B;Deus protege aqueles que nele confiam.
